Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Coinshift,2021,2021.0,Blockchain,Seed,840516.18,Chandigarh,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,"Sequoia Capital, Sandeep Nailwal",1000975.3939621917,1596933.0086794186,1417237.790868865,1728000.8296134097,1716000.8090383187,1771491.2029223896
Strip Finance,2021,2021.0,Financial Services,Seed,1754330.61,Hyderabad,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,"Old Fashion Research, Nothing Research, Tenzor capital",2958254.013733056,2833022.293362483,3172654.504805896,3387971.5437095854,2858382.9858714384,3348384.1946514216
Ola Electric,2021,2017.0,Automotive,Unknown,1823627.22,Bengaluru,Charging ahead to accelerate the world’s transition to sustainable mobility.,"Falcon Edge, Softbank",2603779.3135341,2591051.5662938296,3416431.9535039715,3410676.426341766,3039187.600315818,3464866.1967497948
Kolo,2021,2020.0,Construction,Pre-seed,924933.54,Bengaluru,Home construction app for finding ideas and service providers near you,Better Capital,1143101.8741949445,1383483.5378489355,1378904.188069646,1857425.2510863591,1720058.2423860575,2235835.525764897
Chqbook,2021,2017.0,FinTech,Pre-series B,1750543.6,Gurugram,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.","Aavishkaar Capital, Rajiv Dadlani Group",2166750.832610151,3120405.227052726,2515425.972022518,3416833.418738126,3435332.959063636,3800042.6488447683
My3DSelfie,2021,2016.0,Arts & Crafts,Pre-series A,512212.26,Guwahati,World's first to create 3d figurine from photos,"NEVF, AccelNest",784935.0572263079,776727.5889914074,894291.8036045306,879366.9785149015,999008.6277328545,977324.5384777746
EV Plugs,2021,2021.0,Information Technology & Services,Unknown,1348048.6,Gurugram,EV charging station aggregator platform,Unknown,1584699.1543778272,2489413.1620641956,2296834.169233321,2607872.2102179937,2795434.2293240153,2518926.990850093
Rulezero,2021,2019.0,Financial Services,Seed,1355360.59,Bengaluru,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",The Treasury,2049705.4889636366,2380329.1727982275,2296271.400951333,2071497.549023251,2532698.655100757,2464620.0696584154
CredRight,2021,2016.0,Financial Services,Unknown,1930658.84,Hyderabad,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple","9Unicorns, Spearhead Capital, Venture Catalysts",3208115.764113038,2824169.550136728,3376748.380428864,3605435.7686192864,4000113.6232976704,4316726.941210965
Karbon Card,2021,2019.0,FinTech,Pre-series A,1278065.24,Bengaluru,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.","Ramp, Rainfall Ventures, Roka Works, Y Combinator",2139279.530315242,2327944.6686572637,2220510.179879925,2191111.103090039,2727129.038710945,2377554.400849662
Auntie Fung,2021,2015.0,Food & Beverages,Unknown,1302579.2,Bengaluru,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,India Angel Network,1724350.953247432,2046474.1156366172,1951249.3097263188,2021229.324984131,2825883.0488210106,2362092.029505394
ePayLater,2021,2015.0,Financial Services,Series B,1177892.44,Mumbai,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,"Responsibility, Blue Ashva Capital, Pravega Ventures",1665443.9862085998,1636855.210674234,1764644.4266777202,1904809.4487205315,2177947.057307938,2391287.745783954
Fittr,2021,2016.0,"Health, Wellness & Fitness",Series A,1570538.85,Pune,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.","Dream Capital, Elysian Park Ventures",1576718.4092261002,2077170.197765192,2399562.414825117,2684123.4505262473,3335309.927892221,3585738.358516023
Medikabazaar,2021,2014.0,Healthtech,Series C,1905843.04,Mumbai,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.","CDC Group, Creaegis",3119216.380259672,3565034.452297824,2828500.153207805,3131599.973690154,3072353.4075900842,4409659.157695183
Nimble Growth Organics,2021,2016.0,Farming,Seed,1234257.71,Bengaluru,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,Unknown,1259271.1657905395,1808301.097195811,1732665.574943883,1903768.638387612,2619495.67075851,2569465.5330322855
Delhivery,2021,2011.0,Logistics & Supply Chain,Unknown,763524.55,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,"Lee Fixel’s venture capital firm, Addition",910830.7895955284,1371890.0519683189,1206287.8499870806,1459607.978640225,1464999.628850666,1848391.5646317406
Akudo,2021,2020.0,Financial Services,Seed,1604789.05,Bengaluru,A Learning-First Neobank for teenagers - Enable practical financial education for child today,"Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",2528031.6413753675,2968345.6971880533,2554665.038797288,2882123.711616203,3030188.520720401,3589822.4303487972
Sanctum Wealth,2021,2016.0,Investment Management,Unknown,803940.09,Mumbai,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,The Xander Group,1067720.4705699347,1143528.005893725,1520107.523417474,1626771.8225368143,1347713.1013454685,1450100.301181127
88academics,2021,2018.0,Education,Pre-series A,741600.93,New New Delhi,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,Aarin Capital,1185366.4044977718,1365292.4891590897,1094702.2734669463,1264467.8091034356,1224000.6094245599,1720056.0934758782
Upgame,2021,2017.0,sports,Unknown,767364.25,Gurugram,Upgame is the leading data intelligence and practice tracking platform for golfers,"James Milner, Adam Lallana",866316.3499434423,998497.5153412874,1082027.6507805244,1390474.2207822136,1518867.319010401,1566388.713248681
Sanfe,2021,2018.0,"Health, Wellness & Fitness",Series A,1379640.81,New New Delhi,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,"LetsVenture, Ajay Garg, Tarun Sharma",1843491.5726318946,1993930.5587711434,2398403.26855051,2759907.4124096027,2738764.737526898,2850415.861679907
PredictiVu,2021,2020.0,Management Consulting,Pre-seed,1986442.41,Gurugram,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",Kunal Sarkar,2857739.8164938213,3689892.525100304,3927746.8622095184,3588935.1805565814,4190863.909291264,4672520.742823989
Sterling Accuris Wellness,2021,2016.0,Hospital & Health Care,Unknown,1917612.65,Ahmedabad,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",Morgan Stanley Private Equity Asia,2710624.096264842,3003177.524645942,3648685.4315619175,3492173.1920683393,3628350.9503605,4375024.212663596
Bijnis,2021,2015.0,B2B startup,Series B,1144361.59,New New Delhi,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,Westbridge Capital,1484959.3188792616,2022688.7443667941,1689030.9349323085,1784614.3273647593,2501742.372299372,2498865.171678366
Capital Float,2021,2013.0,Financial Services,Unknown,1304658.13,Bengaluru,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,Lightrock India,1475759.1394065018,1901461.8181451268,2301204.478273182,2114516.509808038,2407281.3982405313,2405142.9814489307
Manch Technologies,2021,2017.0,Information Technology & Services,Pre-series A,1261375.68,Bengaluru,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",Bharat Inclusion,1757334.2465358763,2067248.2656999305,2234781.5835399004,2208821.6036853064,2114016.3767558746,2379630.692108023
Sochcast,2021,2020.0,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,Unknown,1315968.38,Online Media,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",$Undisclosed,1555325.6040527008,2098670.90815523,2133269.7863864023,2242571.83150865,2793266.3490699986,3245763.9798257365
Glamyo Health,2021,2019.0,Hospital & Health Care,Series A,1727740.36,New New Delhi,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,Ananta Capital,2825923.583703816,2404865.9750009496,3340130.7954188543,2967042.588748838,3553076.9359365315,3767502.855705016
CashBook,2021,2020.0,FinTech,Seed,1798151.43,Gurugram,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.","JAM, Better Tomorrow Ventures",2088780.4577224029,3067060.636503993,3317440.8580248654,3583348.1589314113,3031733.965684165,4143386.900112888
The Money Club,2021,2016.0,Financial Services,Pre-series A,966714.12,Noida,The Money Club is a mobile platform for peer to peer chit funds.,"SOSV, Venture Catalysts",1543497.9914710328,1400052.756412947,1647179.9964429354,1478777.2523435007,1723174.3432899178,2159971.5075397487
SuperZop,2021,2016.0,Retail,Series A,1316450.67,Mumbai,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,Incofin’s India Progress Fund,1859515.058524032,2403229.6915632375,2152732.7034268556,2550455.466492186,2577946.9492028407,3091386.2915513767
Zypp Electric,2021,2017.0,Logistics & Supply Chain,Series A,554305.65,Gurugram,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.","9Unicorns, Anthill Ventures",925467.4576785773,887719.2189882888,958387.6679918332,946015.777617584,921485.9849487612,1195771.3066263334
Alpha Coach,2021,2021.0,Professional Training & Coaching,Unknown,1972295.82,Mumbai,One to One Personal Fitness Coaching,Jani Ventures INC,2539103.60706704,3588802.2876694454,3814967.373150923,3343656.66739754,3848893.9736793563,4800872.5404094085
VRO Hospitality,2021,2018.0,Hospitality,Series A,745663.58,Bengaluru,One of the fastest-growing hospitality companies based out of Bangalore.,CreedCap Asia Advisors,886066.1802014845,1272028.6354790532,1133781.956969013,1440333.602214653,1361552.175815668,1516903.4377158603
byteXL,2021,2019.0,E-learning,Unknown,922485.1,Hyderabad,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",Joseph Joy,1091520.5221199663,1442620.1117509932,1694664.4216131426,1893931.0164372046,1603759.8920145277,2266929.388401572
Leena AI,2021,2015.0,Computer Software,Series B,1572828.17,Gurugram,AI to help enterprises transform the employee experience.,Bessemer Venture Partners,1602177.9705078602,2434284.082598457,2582276.440096975,2375808.932710559,2720438.5004437617,2838241.8981308476
CARS24,2021,2015.0,Automotive,Series F,1248159.81,Gurugram,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.","DST Global, Falcon Edge, SoftBank Vision Fund 2",1901840.5072243975,2044613.041991982,2450321.6030893675,1982784.757295196,2507033.45759471,3026152.70055864
Klub,2021,2019.0,Financial Services,Debt,1617586.71,Bengaluru,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",Trifecta Capital,2086612.244201133,2676058.843435408,2588607.5705161067,2733388.084622494,3497617.619942353,3784700.3755216366
Bluepad,2021,2020.0,Online Media,Pre-seed,1478386.17,Bengaluru,A one-stop solution for aggregated content  in vernacular languages,"Titan Capital, AngelList's syndicate",2492116.365307065,2672347.5480039995,2693096.8170698634,3019703.064240707,3187337.0146317035,3452140.088533255
FloBiz,2021,2019.0,Information Technology & Services,Series B,798741.76,Bengaluru,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,Sequoia Capital India,1146239.6391226295,1100922.1806867826,1442726.4723511892,1255920.174929504,1711376.1162285137,1531641.7070642547
Tummoc,2021,2016.0,Mobility,Seed,830405.82,Bengaluru,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,"Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",932786.9967785267,1112050.7181836548,1292884.360456786,1639605.9053115742,1432147.5859459764,1977094.39845801
Design Cafe,2021,2015.0,Design,Unknown,921206.47,Bengaluru,Design Cafe is on a mission to democratize good design for homes in India.,"Westbridge Capital, Sixth Sense Ventures",1562649.288164421,1676751.871773591,1380699.9776630607,1720401.0866176784,1624665.4512636925,2134352.5297905323
PayCardo,2021,2021.0,Financial Services,Pre-seed,501587.95,Pune,A true Contactless & Cashless and secure payment system reducing cash dependency,MaGEHold,778089.100010905,702185.1095881587,946149.3416572927,899772.7395718041,843251.9376944529,981291.1157942207
Aerchain,2021,2019.0,Computer Software,Pre-series A,1574476.61,Bengaluru,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,"Season Two Ventures, IndiaMart",2608161.0886502266,2062256.5692762926,2678099.54515603,3273669.062819488,3214380.5934211654,3500154.362192369
Expertrons,2021,2019.0,E-learning,Unknown,717799.37,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Kunal Shah, Anant Maheshwari",1001173.7659621757,1242348.5698319736,1190558.0089079137,1362725.7902196788,1155722.9514886488,1683342.0523435134
CuriousJr,2021,2020.0,E-learning,Seed,1109661.68,Gurugram,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,"WaterBridge Ventures, Enzia Ventures",1474192.8644303936,1578084.310367876,2053455.8184680461,1869630.8439431032,2174402.8101028684,2572009.275394324
Wow! Momo,2021,2008.0,Food & Beverages,Series C,625613.99,Kolkata,WOW! Momo is one of the fastest-growing food brands in India.,Tree Line Investment Management,635792.6231153716,1020919.4379223922,1174389.251240871,1304239.394694837,1004454.0833564564,1481723.9956918142
Supertails,2021,2021.0,Consumer Services,Unknown,793112.37,Bengaluru,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,Alteria Capital,1123913.1588165998,1217028.8240181613,1164066.8497525176,1495605.255968025,1462874.6918304116,1820695.559730425
LifeCell,2021,2004.0,Biotechnology,Unknown,1217219.81,Chennai,A building block of the team that preserves the building blocks of life,Orbimed Asia Partners,1798816.6211279535,2073480.5334429035,2240142.463921898,2333648.8115876955,2411226.4444444245,2610679.572177156
ZestMoney,2021,2015.0,Financial Services,Series C,984795.35,Bengaluru,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",Zip Co,1257219.9340018248,1775465.848519848,1402322.9458248012,1711903.3039041194,2011304.4692184455,2195031.2878490672
FrontRow,2021,2020.0,E-learning,Series A,1728082.09,Bengaluru,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!","Eight Roads Ventures, GSV",2306556.746844526,2567683.940318672,3333151.0789116877,3198266.544869291,3638108.6744223386,3233137.003333554
HappyCredit,2021,2020.0,FinTech,Pre-seed,557265.47,Bengaluru,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.","Kunal Shah, Krishna Kumar",932324.1923749892,876690.8285695285,990286.0104902097,1138275.6046937108,1046654.3312387659,1176692.4327097684
Endimension,2021,2018.0,Healtcare,Seed,542425.28,Mumbai,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,Inflection Point Ventures,892537.2245939192,988972.8954815639,975545.8893091524,821274.4294564873,1031204.5918806201,1347656.206516805
Frenzi,2021,2020.0,Online Media,Seed,1084398.09,Mumbai,India’s Fastest Growing Streaming Social Network,SucSEED Indovation Fund,1220099.1853073488,1625452.044672465,2016658.8558013854,2236295.090236307,2322554.5088277864,2341789.6764412513
Leverage Edu,2021,2017.0,Higher Education,Unknown,510042.92,New New Delhi,India's Most Trusted Study Abroad Platform,"Vijay Shekhar Sharma, Rohit Kapoor, Amanpreet Bajaj, Lalit Singh",853754.8041903563,868926.4068969974,945773.2439022324,951892.885084584,932448.3383366747,963910.9878746463
BeepKart,2021,2020.0,Automotive,Seed,1847951.19,Bengaluru,BeepKart is building a platform to digitize and organize the used two-wheeler market.,"Stellaris Venture Partners, Chiratae Ventures",2862448.257779341,3149251.8238510047,3231684.672633575,2813482.6634760094,3406485.9549705223,3791979.1290322673
Lio,2021,2020.0,Computer Software,Seed,1693732.34,Pune,"Lio is the one app for all data where you can create, keep records and track all the records","Lightspeed, Sequioa",1947152.9977523978,2805126.5885272375,3157192.8960841736,3202513.5368569596,3697081.4295387743,3528753.2383897845
TravClan,2021,2018.0,B2B Travel,Pre-series A,978564.95,New New Delhi,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,TheVentures,1030567.6909137041,1728986.4092724808,1730899.2044614882,1633649.763766495,1745864.6946331915,1908555.8260394596
WickedGud,2021,2021.0,Food & Beverages,Pre-seed,903456.49,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",1089625.1037441697,1386572.1823080352,1545274.3369855008,1667284.7729007425,1657012.7907936182,1950154.1934966021
Enercomp,2021,2013.0,Information Technology & Services,Unknown,1092113.89,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,ah! Ventures,1836868.594451282,2057366.466088391,2144321.1709807534,1988401.9104652656,2343124.531978013,2232636.3203300466
Medpho,2021,2021.0,Hospital & Health Care,Unknown,732670.57,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",935002.3567172881,1009945.7684911316,1429024.8067272052,1148362.6090972582,1592465.8052048464,1692911.8131701322
LivQuik Technology,2021,2012.0,Financial Services,Unknown,1418060.1,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,M2P Fintech,1927617.4029837358,1952481.1872045947,2424658.672792387,2363569.488030306,2760452.1726642214,2732882.35415506
EventBeep,2021,2019.0,EdTech,Unknown,1106913.07,Pune,An inclusive community where students are inspired and empowered to reach their full potential,"SucSEED  Indovation Fund, Uincept, Palimala Ventures",1269211.556743145,1723013.7264554908,1932676.4900063295,2094288.691512138,1892521.517627477,2368869.0746139474
GTM Buddy,2021,2020.0,Computer Software,Seed,1322306.23,Hyderabad,Just-in-time Sales Enablement Platform,Stellaris Venture Partners,1858804.9184442,2457433.399281159,2608153.94616708,2357346.3112429236,2623437.0100806756,3169264.605910495
Gobbly,2021,2019.0,Retail,Pre-series A,1232618.15,Gurugram,A 24x7 automated retail store filled with daily essentials.,"Anicut Angel Fund, Sauce.VC",1517502.108254713,2228879.0829108953,2061536.6001760117,2321475.8989553,2533449.8688472463,3075236.351449117
HexaHealth,2021,2019.0,Healthtech,Seed,1155391.55,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,"Omidyar Network India, Chiratae Ventures",1724998.2625863967,1570488.4323178043,1804740.9125385904,1805537.5404598238,2348096.7234762027,2231048.7351883627
Eupheus Learning,2021,2017.0,E-learning,Series C,1641569.36,New New Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,Lightrock India,2215991.250074127,2140995.3273720536,2516586.115127307,2561038.9118339433,2835576.525405897,3955325.085145728
Easiloan,2021,2020.0,FinTech,Unknown,1240912.55,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",Tomorrow Capital,1359476.3586966733,1858693.7903108925,1744892.7923179676,2183394.702274046,2465136.8375180583,2802173.0866279667
Anar,2021,2019.0,Information Technology & Services,Seed,1035604.31,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,"Elevation Capital, Accel India",1515709.0061303047,1887539.0943121843,1463537.4920460598,1843890.361998204,2200233.682475902,2217554.572778224
Shadez,2021,2019.0,Consumer Services,Pre-series A,1195391.9,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",Inflection Point Ventures,1864789.0713312111,2152508.631393515,1857306.918980005,2368453.412048171,2393565.795940609,2784080.5564665636
Vahan,2021,2016.0,Information Technology & Services,Series A,1470200.14,Bengaluru,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",Khosla Ventures,1474939.399125434,2727309.8410660154,2939385.942619281,2409208.73463091,2423136.726488778,2721940.190931619
MPL,2021,2018.0,sports,Series E,1429269.21,Bengaluru,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",Legatum Capital,1823296.9678878859,2032098.925602084,2715449.637723061,2254622.447156302,2948170.879384599,3079142.9000193877
Tinkerly,2021,2015.0,EdTech,Unknown,934535.93,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",Navneet Education,1048647.6445309322,1746462.990257658,1456132.4725453788,1770356.555689521,1715006.2045972438,1809279.866553354
Awon GameZ,2021,2020.0,Gaming,Seed,1804720.11,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",Aditya Duggar,2963516.2505510976,2585442.06608854,2993244.3066893443,2737844.035937855,3748767.19731708,3450201.5868598693
Ayu Health,2021,2019.0,"Health, Wellness & Fitness",Series A,1397931.83,Bengaluru,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,"Vertex Ventures, Stellaris Venture Partners",2008032.6131609,2084912.821459589,2081152.0841953822,2273846.4146162416,2887961.9222862297,3360599.46789542
Apna,2021,2019.0,Recruitment,Series C,1860486.76,Bengaluru,India's largest professional networking & job opportunities platform for the rising workforce.,Tiger Global,2972333.0075101494,2593328.894873822,3679227.422396054,2833491.038729893,3547088.1595066087,3439302.3929280806
BharatAgri,2021,2017.0,AgriTech,Series A,1432602.66,Bengaluru,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,"Omnivore, India Quotient",2233682.3201877223,1874496.0308768223,2431985.8546117814,2606523.9239486908,2747017.4832222373,2653785.004142144
Flatheads,2021,2018.0,Apparel & Fashion,Pre-series A,1175371.06,Bengaluru,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,"We Founder Circle, Dexter Angels",1557880.799661364,2037595.9285186634,2055150.7316678464,2066854.5989656388,2122304.7006912855,2387579.3224685215
Boutique Spirit Brands,2021,2016.0,Wine & Spirits,Unknown,1355693.81,New New Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred",2061776.2553973459,2130480.28061865,2452260.149062449,2134441.649722308,2279191.3721625893,2662416.0663163853
eShipz,2021,2019.0,SaaS startup,Unknown,1328161.81,Bengaluru,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,"Indian Angel Network, Axilor",1424751.9573966274,2371762.4198033577,2366621.645881314,2375978.3449941967,2186512.303163956,2624207.3611475066
Pine Labs,2021,1998.0,Information Technology & Services,Unknown,1167862.28,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Invesco Developing Markets Fund,1373204.4407896812,1573900.989156411,1830187.6917064337,2122916.8560482403,2335818.6902802633,2563485.1847224515
Paytail,2021,2020.0,Financial Services,Seed,560521.62,New New Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,Cholamandalam,575135.2018785492,1059316.4559386973,1058787.164047675,968799.9131847956,1104921.7086324808,1295325.996737408
4Fin,2021,2021.0,Financial Services,Pre-seed,817299.97,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,Curesense Therapeutics,920785.9507803728,1510095.829808096,1547683.6140400502,1300650.6499188712,1561652.778008326,1728109.6056519423
Atomberg Technologies,2021,2012.0,Consumer Electronics,Unknown,596456.87,Mumbai,A maker of energy-efficient smart fans,Ka Enterprises,613070.4698964704,1086273.277950699,1006577.00239333,989851.0009211043,1123370.0725845734,1379716.3608445837
Genext Students,2021,2013.0,EdTech,Unknown,1663892.17,Mumbai,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.",Navneet Education,2458311.682331666,2487271.026798095,2462196.7052568044,3446132.6185839656,2893123.0074911974,3322922.6881052833
immunitoAI,2021,2020.0,Biotechnology,Seed,1864957.67,Bengaluru,Perform Antibody Discovery using Artificial Intelligence.,pi Ventures,3147927.541734444,3080634.174096339,3624413.593960814,3804967.8012749,3952809.1150601786,4600645.779121983
GameEon Studios,2021,2013.0,Computer Games,Unknown,837309.59,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",Mumbai Angels Network,980777.4921961393,1542274.3554507648,1569018.753964583,1382955.6938152309,1782864.0471169916,2092826.6075341082
Farmers Fresh Zone,2021,2015.0,AgriTech,Pre-series A,1545035.74,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,"IAN Fund, Malabar Angel Network, Native Angel Network",2180629.1884919787,2216181.8707008674,2606188.47388921,2941532.7644665074,3334442.3620877243,3623422.1996639697
Anveshan,2021,2019.0,Food Production,Seed,1359066.71,Bengaluru,Revolutionizing the food industry through technology by providing high-quality traceable food products,"DSG Consumer Partners, Titan Capital",1758233.6938722078,1879074.0143463202,2651676.2940652487,2707969.9939821996,2253087.8076796406,3167585.0293250615
OckyPocky,2021,2015.0,EdTech,Seed,1840359.28,Gurugram,OckyPocky is India's 1st interactive English learning app for preschool kids.,"Sujeet Kumar, SucSEED Indovation Fund",2743470.367737712,3350114.80628652,2865613.263487403,3435885.2476591854,3918017.4906859947,3757722.1252346793
Coutloot,2021,2016.0,Consumer Services,Pre-series,628742.81,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023","Ameba Capital, 9Unicorns",1065485.6804488457,1139325.5363729964,916864.3645688961,1135891.9103495986,1194159.8224876903,1171748.7880155346
Nova Benefits,2021,2020.0,"Health, Wellness & Fitness",Series A,1937807.11,Bengaluru,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,"Susquehanna International Group, Bessemer Venture Partners",2350264.569113491,3393995.6119455285,3010960.613024735,3944814.696846101,3463300.0755812456,4133369.673046102
HomeLane,2021,2014.0,Interior Design,Series E,944382.55,Bengaluru,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.","IIFL AMC, Oman India Joint Investment Fund",1023238.3730843076,1277944.931074458,1384296.858946924,1474939.8005585053,1887652.6643646276,1831437.3842490155
Lido Learning,2021,2019.0,E-learning,Unknown,1841700.36,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,Unilazer Ventures,2557124.013654098,3495131.042710829,3123829.608923822,3338691.287279531,3359274.6108859368,4196481.78814376
Jar,2021,2021.0,FinTech,Pre-series A,1217211.55,Bengaluru,A daily gold-savings app that saves spare change & auto-invests.,"Tribe Capital, Arkam Ventures, WEH, Kunal Shah",2049918.420044998,1621270.2881446516,1875655.1844490205,1993708.5130747035,1952689.2460566903,3011315.9106015023
Peppermint,2021,2019.0,Industrial Automation,Unknown,1253794.26,Pune,Intelligent Housekeeping Robots for public and working spaces,"Venture Catalysts, Indian Angel Network",1611831.7958138927,2190923.8845642596,1929832.122915127,1899034.8956906712,2395877.651745169,2695087.721646349
moneyHOP,2021,2018.0,Financial Services,Seed,623545.95,London,moneyHOP is India’s first cross-border neo bank.,Unknown,1019586.2323143593,1105316.8045960295,1013551.0309856153,1010138.2886524478,1155310.4107585032,1183102.9911066936
Codingal,2021,2020.0,EdTech,Seed,1495898.37,Bengaluru,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,Unknown,1587800.5714126907,2340480.0027939803,2593111.5737938727,2587160.714339931,2558365.2149457107,3712456.511075892
Skit,2021,2016.0,AI startup,Series B,1459308.51,Bengaluru,Enabling enterprises to automate their contact centre operations using Voice AI.,Westbridge Capital,1534707.7236957962,2146718.286183775,2171353.9086719314,2318501.7233336293,3023249.4653880172,2638194.3819488497
