Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Revenue,Location,About Company,Investors
India Accelerator,2018,2017.0,"Communities, Coworking, Incubators",Angel,323398839173535.44,831439873510163.6,"Gurgaon, Haryana, India",India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Unknown
HappyEMI,2018,2018.0,"Consumer, Financial Services, FinTech",Seed,11764.71,31010.956596687700,"Bengaluru, Karnataka, India",HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Unknown
Wishup,2018,2019.0,"Consumer Applications, Information Services, Location Based Services, Virtual Assistant",Seed,323398839173535.44,1462153371907747.0,"Azadpur, Delhi, India",Premium Personal Assistance service,Unknown
Hansel.io,2018,2017.0,"Mobile, Mobile Apps, Personalization, Test and Measurement, Web Apps",Series A,47058.82,184416.2301240770,"Bengaluru, Karnataka, India","Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Unknown
Propelld,2018,2017.0,"Education, Financial Services, FinTech",Seed,2941.18,6183.66796972718,"Bengaluru, Karnataka, India",Propelld is a student education financing platform.,Unknown
PivotRoots,2018,2011.0,"Advertising, Consulting, Digital Marketing",Series A,323398839173535.44,499209076734232.9,"Mumbai, Maharashtra, India",Digital Marketing powered by Data & Technology; fueled by Design thinking,Unknown
ZiffyHomes,2018,2015.0,"Marketplace, Real Estate, Rental Property",Seed,1411.76,3069.2320779104600,"New Delhi, Delhi, India",ZiffyHomes is a technology driven marketplace to find out home on rent.,Unknown
Carmesi,2018,2014.0,Health Care,Seed,400000.0,1225344.9329642000,"Gurgaon, Haryana, India",Carmesi is a brand of high-end menstrual-hygiene products in India.,Unknown
OckyPocky,2018,2018.0,"E-Learning, Internet, Video Games",Angel,323398839173535.44,901182267142896.4,"Haryana, Haryana, India",OckyPocky is a interactive and personalised language learning app for preschool kids.,Unknown
Racetrack,2018,2015.0,"Artificial Intelligence, Cloud Computing, Video",Seed,4023529.41,9107618.301263900,"Bengaluru, Karnataka, India","Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Unknown
WHR,2018,2018.0,"Health Care, Information Technology",Seed,1684.06,6334.193939784450,"Pune, Maharashtra, India","WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Unknown
Asteria Aerospace,2018,2013.0,Aerospace,Seed,323398839173535.44,1175234879086628.5,"Bengaluru, Karnataka, India",Asteria Aerospace is a robotics and artificial intelligence company.,Unknown
FabAlley,2018,2018.0,"E-Commerce, Fashion, Lifestyle",Series B,7058823.53,23571882.883910300,"Noida, Uttar Pradesh, India","FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Unknown
Tranzmeo,2018,2014.0,"Artificial Intelligence, Business Intelligence, Industrial Automation, Machine Learning",Pre-Seed,323398839173535.44,1382647988446439.5,"Cochin, Kerala, India",Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Unknown
SBI Life,2018,2019.0,Insurance,Private Equity,8729411.76,20497247.60703540,"Mumbai, Maharashtra, India",SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Unknown
Studds Accessories,2018,2017.0,E-Commerce,Private Equity,11764705.88,55399869.92391510,"Faridabad, Haryana, India",Studds Accessories is a scooter accessories service provider in India,Unknown
Design Cafe,2018,2017.0,"Home Decor, Home Improvement, Home Renovation, Home Services, Interior Design, Smart Home",Series B,23529411.76,93343842.3950271,"Bengaluru, Karnataka, India","Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Unknown
NoPaperForms Solutions Pvt. Ltd.,2018,2015.0,"EdTech, Education, Information Services, SaaS",Series B,46823.53,234000.54027235000,"New Delhi, Delhi, India","NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Unknown
Rays Power Infra,2018,2019.0,"Energy, Solar",Venture - Series Unknown,23529411.76,40455207.43593660,"Jaipur, Rajasthan, India",Rays Power Infra is a leading integrated Solar Power Company.,Unknown
AuthMetrik,2018,2017.0,"B2B, Biometrics, Cyber Security, Fraud Detection, SaaS, Security",Grant,117.65,221.01975934383700,"Gurgaon, Haryana, India","SaaS, B2B, Security, Stop account sharing, Fraud Detection",Unknown
Khidki,2018,2017.0,"Artificial Intelligence, Social",Seed,323398839173535.44,509106114252169.75,"Bengaluru, Karnataka, India",Vernacular Social Network Focused on Town Level Content and Interactions,Unknown
LetsTransport,2018,2014.0,"Logistics, Transportation, Travel",Series B,11764705.88,26400435.279583100,"Bengaluru, Karnataka, India",Lets transport is a logistics solution provider.,Unknown
Next Digital Solutions,2018,2011.0,"Digital Marketing, SEM, SEO, Web Development",Angel,1176.47,5236.569220847550,"Kota, Rajasthan, India",Next Digital Solutions is website design & Digital Marketing development company.,Unknown
Portea Medical,2018,2014.0,"Health Care, Hospital, Medical",Debt Financing,2941176.47,11982376.931595900,"Bengaluru, Karnataka, India",Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Unknown
Aavas Financiers,2018,2017.0,"Finance, Financial Services",Post-IPO Debt,23529411.76,39762101.03699900,"Jaipur, Rajasthan, India","Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Unknown
Swiggy,2018,2018.0,"Food Delivery, Food Processing, Internet",Series H,11764705.88,31811801.38767220,"Bengaluru, Karnataka, India",Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Unknown
Milkbasket,2018,2017.0,"E-Commerce, Food and Beverage, Internet",Series A,82352.94,252909.6479472930,"Haryana, Haryana, India","Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Unknown
Nutrisattva (Proliva),2018,2016.0,"Fitness, Food and Beverage, Health Care, Nutrition",Angel,323398839173535.44,1149992726317608.8,"Anand, Gujarat, India",Nutrisattva is a protein innovation compan,Unknown
Toppr,2018,2013.0,"EdTech, Education, Knowledge Management",Series C,411764.71,667440.5828311960,"Mumbai, Maharashtra, India",Toppr.com is an online preparation platform for entrance exams in India.,Unknown
Vivriti Capital,2018,2015.0,Financial Services,Venture - Series Unknown,335294.12,1518624.8151693300,"Chennai, Tamil Nadu, India",Vivriti Capital is an online platform for institutional debt in India.,Unknown
Impact Guru,2018,2016.0,"Creative Agency, Crowdfunding, EdTech, Health Care, Internet, Medical, Non Profit, Personal Health",Series A,23529.41,78038.04466275360,"Mumbai, Maharashtra, India","We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Unknown
MobiKwik,2018,2014.0,"Consumer Lending, Financial Services, FinTech, Insurance, Lending, Mobile Payments, Payments, Wealth Management",Series E,2823529.41,10831613.141430800,"Gurgaon, Haryana, India",MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Unknown
Stones2Milestones,2018,2014.0,"E-Learning, Education, Higher Education",Seed,323398839173535.44,1399157918897152.5,"Gurgaon, Haryana, India",Stones2milestones is a Gurgaon Based Learning Company.,Unknown
Generico,2018,2015.0,"Health Care, Medical, Pharmaceutical",Series A,323398839173535.44,1221133108781278.0,"Mumbai, Maharashtra, India",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Unknown
Adiuvo Diagnostics,2018,2016.0,Health Diagnostics,Seed,323398839173535.44,1002291293575065.9,"Chennai, Tamil Nadu, India",Adiuvo Diagnostics is a medical diagnostic device company based in India.,Unknown
DataTrained,2018,2011.0,"EdTech, Education",Seed,1411764.71,3076539.453997500,"Bengaluru, Karnataka, India","DataTrained is a educational platform, which operates an ed-tech startup on data science",Unknown
OneAssist,2018,2016.0,"Financial Services, SaaS, Security",Debt Financing,28235.29,111142.21356764300,"Mumbai, Maharashtra, India",OneAssist is a protection & assistance services platform.,Unknown
Satin Creditcare Network Limited (SCNL),2018,2012.0,"Banking, Finance, Financial Services, Non Profit",Post-IPO Debt,352941.18,859091.7923355970,"New Delhi, Delhi, India",Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Unknown
APAC Financial Services,2018,2017.0,"Finance, Financial Services",Private Equity,29411764.71,55422441.42553440,"Mumbai, Maharashtra, India",APAC Financial Services is a financial services platform.,Unknown
Moglix,2018,2016.0,"B2B, E-Commerce, Mobile",Series C,270588.24,928793.960876195,"Noida, Uttar Pradesh, India","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Unknown
SEDEMAC Mechatronics,2018,2015.0,"Automotive, Electric Vehicle, Renewable Energy",Venture - Series Unknown,323398839173535.44,1377847956468637.5,"Mumbai, Maharashtra, India",SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Unknown
MadGuy Labs,2018,2015.0,E-Learning,Venture - Series Unknown,1764.71,5131.654320409390,"Hyderabad, Andhra Pradesh, India",MadGuy Labs is a Online Test-prep Platform.,Unknown
Dee Dee Labs,2018,2014.0,"Embedded Systems, Health Care, Medical, Product Research",Seed,323398839173535.44,1044009791259099.0,"Pune, Maharashtra, India",Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Unknown
Shop101,2018,2017.0,"Apps, E-Commerce, Internet",Series B,129411.76,228040.8647435710,"Mumbai, Maharashtra, India",#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,Unknown
FeedMyPockets,2018,2010.0,"Advertising, Human Resources, Marketing",Seed,517647.06,1456625.3036770200,"Bengaluru City, Karnataka, India",On Demand Staffing Platform,Unknown
Housejoy,2018,2017.0,"Beauty, Fitness, Home Services, Internet",Series B,38117.65,177086.80391030900,"Bengaluru, Karnataka, India",Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Unknown
Ambee,2018,2012.0,"Health Care, Medical Device, Public Safety",Angel,323398839173535.44,1571231681319808.8,"Bengaluru, Karnataka, India",Ambee is an Environment analytics startup.,Unknown
FoodBuddy,2018,2017.0,"Food Delivery, Online Portals, Restaurants",Seed,705882.35,3388003.761902410,"Belgaum, Karnataka, India","FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",Unknown
Olly Smart Credit Card,2018,2017.0,"Credit Cards, Finance, Mobile Apps, Mobile Payments, Payments",Seed,323398839173535.44,1370404221991426.8,"New Delhi, Delhi, India",Olly is a digital credit card for India's working masses and young people.,Unknown
Zestl,2018,2017.0,Software,Seed,323398839173535.44,1543438333188259.8,"Pune, Maharashtra, India","No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",Unknown
BYJU’S,2018,2013.0,"EdTech, Education, Higher Education, Secondary Education",Private Equity,6352941.18,21146466.82332790,"Bengaluru, Karnataka, India",BYJU’s is an edtech company that is reinventing how students learn through its learning app.,Unknown
Hero Electric,2018,2013.0,Manufacturing,Venture - Series Unknown,18823529.41,85774443.62535880,"New Delhi, Delhi, India","Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",Unknown
Pentation Analytics,2018,2015.0,"Information Services, Information Technology, InsurTech",Seed,323398839173535.44,1534633008977895.0,"Mumbai, Maharashtra, India",Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,Unknown
PerkFinance,2018,2016.0,"Consumer Lending, FinTech",Seed,10588.24,18658.81948204820,"Bengaluru, Karnataka, India",PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,Unknown
Roposo,2018,2015.0,"Internet, Social Network, TV",Series C,117647.06,282602.3266789360,"Gurgaon, Haryana, India",Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,Unknown
Plum Goodness,2018,2017.0,"Beauty, Health Care",Series A,323398839173535.44,858194786402556.0,"Thane, Maharashtra, India",Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,Unknown
Drstore,2018,2008.0,Hospital,Seed,323398839173535.44,1038385625643648.1,"Mumbai, Maharashtra, India",Drstore is a exclusive e- commerce platform.,Unknown
Wow Venue,2018,2015.0,Events,Venture - Series Unknown,17647.06,80272.9376896022,"Mumbai, Maharashtra, India",Wow Venue is an online platform.,Unknown
Chizel,2018,2014.0,"3D Printing, Manufacturing, Product Design",Seed,323398839173535.44,880992018296472.8,"Pune, Maharashtra, India",Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,Unknown
OTO Capital,2018,2015.0,Automotive,Seed,588235.29,1831212.7451007600,"Mumbai, Maharashtra, India",OTO Capital is a platform that allows you to own a car faster than ever.,Unknown
Khabri,2018,2017.0,"Apps, Audio",Seed,323398839173535.44,1422779809086291.5,"Haryana, Haryana, India",Khabri is a digital audio platform for content in vernacular.,Unknown
MyNewCar.in,2018,2019.0,"Automotive, E-Commerce",Venture - Series Unknown,11764.71,30045.482597208800,"Gurgaon, Haryana, India",MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,Unknown
PlanetSpark,2018,2010.0,"E-Learning, EdTech, Education",Seed,188235.29,883444.7822613790,"Gurgaon, Haryana, India",PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,Unknown
WheelsEMI,2018,2013.0,—,Series B,164705.88,639423.2147963900,"Pune, Maharashtra, India","WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Unknown
Forum for Innovation Incubation Research and Entrepreneurship,2018,2017.0,"Funding Platform, Incubators, Non Profit",Grant,1205882.35,5591184.450221240,"Margão, Goa, India","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Unknown
OYO,2018,2017.0,"Hospitality, Hotel, Leisure, Travel",Series E,1176470.59,5068401.838945680,"Gurgaon, Haryana, India",OYO is an Indian hospitality startup that operates a network of budget hotels.,Unknown
Quikr,2018,2017.0,"Classifieds, Internet, Marketplace, Rental Property",Debt Financing,6470588.24,12196039.973687900,"Bengaluru, Karnataka, India","Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Unknown
Tabono,2018,2013.0,Sports,Seed,323398839173535.44,733406785687602.4,"Gurgaon, Haryana, India",Tabono is a one stop environment for all your fitness solution.,Unknown
LearnApp,2018,2016.0,"Banking, E-Learning, Trading Platform",Seed,235294.12,835016.2933661190,"Noida, Uttar Pradesh, India","Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Unknown
Fric Bergen,2018,2017.0,—,Venture - Series Unknown,323398839173535.44,1205279177408956.8,"Alwar, Rajasthan, India",Fric Bergen is a leader in the specialty food industry.,Unknown
Articbot,2018,2019.0,"Artificial Intelligence, Information Technology",Grant,14117.65,68724.93632380170,"Kannur, Kerala, India",Articbot is a conversational AI platform for automated customer support and lead generation,Unknown
BuildSupply,2018,2019.0,"Enterprise Resource Planning (ERP), Information Services, Information Technology, Real Estate",Series A,2941176.47,10464305.799278800,"Gurgaon, Haryana, India",India’s most advanced ERP system for the real estate,Unknown
Fusion Microfinance,2018,2018.0,"Banking, Finance, Financial Services",Series E,61176470.59,128068117.7621780,"New Delhi, Delhi, India",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Unknown
Any time Doctor,2018,2020.0,Software,Angel,323398839173535.44,1429949261157431.8,"Chennai, Tamil Nadu, India",Anytime Doctor is a Software company.,Unknown
Go Payments,2018,2016.0,"Information Services, Information Technology",Corporate Round,323398839173535.44,643322247513058.8,"Mumbai, Maharashtra, India",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Unknown
Guiddoo World,2018,2019.0,"Audio, Mobile, Tourism, Travel",Seed,9411.76,21584.039071292100,"Mumbai, Maharashtra, India",We build In-Destination Experiences!,Unknown
ION Energy,2018,2008.0,"Energy, Energy Storage, Infrastructure",Venture - Series Unknown,12247.06,53636.285646228300,"Mumbai, Maharashtra, India",A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Unknown
UnoTag,2018,2018.0,Artificial Intelligence,Pre-Seed,1176.47,2806.224848835340,"Bengaluru, Karnataka, India",SaaS to verify counterfeit,Unknown
CivilCops,2018,2015.0,"Government, Information Technology, Software",Pre-Seed,1176.47,4226.735658105250,"Gurgaon, Haryana, India",Gov-Tech,Unknown
Rockmetric,2018,2017.0,Information Technology,Grant,323398839173535.44,764047992062402.1,"Mumbai, Maharashtra, India","Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",Unknown
Classworks India,2018,2016.0,"Education, Information Technology, Internet, Mobile, Software",Undisclosed,1176.47,3385.6778144551400,"Chennai, Tamil Nadu, India","Saas, Web App, Mobile App, School Education",Unknown
Snapmint,2018,2017.0,"Consumer Lending, Financial Services, Lending, Personal Finance",Seed,323398839173535.44,948111273007620.2,"Mumbai, Maharashtra, India","Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",Unknown
Survaider,2018,2014.0,"Business Intelligence, Customer Service, Market Research, SaaS",Seed,500000.0,890976.0982744390,"Bengaluru, Karnataka, India",Stethoscope for customer feedback !,Unknown
Credy,2018,2015.0,"Credit, Financial Services, FinTech, Lending",Seed,1400000.0,4053027.8763518700,"Bengaluru, Karnataka, India",Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,Unknown
iChamp,2018,2008.0,E-Learning,Seed,5000000.0,11704688.855878100,"Gurgaon, Haryana, India",iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,Unknown
Qandle,2018,2020.0,Software,Seed,1200000.0,4192694.1465760700,"Gurgaon, Haryana, India",A cloud-based HR management and employee engagement platform.,Unknown
Avishkaar Box,2018,2017.0,"Children, Education, Parenting",Seed,588235.29,1748177.691531390,"Delhi, Delhi, India","Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",Unknown
Gegadyne Energy,2018,1998.0,"Automotive, Battery, Energy, Energy Storage",Angel,323398839173535.44,1243402727707664.8,"Mumbai, Maharashtra, India",A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,Unknown
HyperXchange,2018,2019.0,"E-Commerce, Mobile, Sharing Economy",Series A,1000000.0,3164067.5093759000,"Pune, Maharashtra, India",hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,Unknown
Deftouch,2018,2019.0,—,Seed,323398839173535.44,719136277203598.6,"Bengaluru, Karnataka, India",Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,Unknown
Doodhwala,2018,2016.0,"Food Delivery, Organic, Organic Food",Seed,2200000.0,9755285.82540095,"Bengaluru, Karnataka, India",Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,Unknown
DronaHQ,2018,2019.0,Mobile,Angel,500000.0,1413775.5672987700,"Mumbai, Maharashtra, India",DronaHQ is an enterprise mobile engagement platform.,Unknown
FastFox,2018,2016.0,Rental,Series A,1176470.59,1929260.8926901000,"Gurgaon, Haryana, India",FastFox: Market Network for Home Rentals (India),Unknown
BuyForexOnline,2018,2018.0,Travel,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,2000000.0,6679169.980359300,"Bengaluru, Karnataka, India",BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,Unknown
Colive.in,2018,2017.0,Consumer,Seed,1800000.0,8553443.704563310,"Bengaluru, Karnataka, India",A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,Unknown
Agricxlab Private Limited,2018,2016.0,"B2B, Farming, Marketplace",Seed,500000.0,1647478.3029552600,"Thane, Maharashtra, India",Online marketplace where farmers and traders can sell their produce to B2B buyers,Unknown
Corefactors,2018,2007.0,—,Seed,323398839173535.44,977658118048787.1,"Bengaluru, Karnataka, India","Corefactors is a leading campaign management, business communication and analytics company.",Unknown
Fincash.com,2018,2020.0,Wealth Management,Seed,150000.0,686435.3368107230,"Mumbai, Maharashtra, India",A startup in the personal finance space in India .,Unknown
PetSutra,2018,2015.0,Veterinary,Seed,111764.71,290408.2565764020,"Gurgaon, Haryana, India",Gurugram-based Online petcare platform.,Unknown
Awaaz De,2018,2015.0,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Angel,323398839173535.44,573324878506147.0,"Ahmedabad, Gujarat, India",Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Unknown
Eduvanz,2018,2016.0,"Finance, Financial Services",Angel,500000.0,2210754.186546440,"Mumbai, Maharashtra, India","Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",Unknown
Rupeek,2018,2016.0,"Financial Services, Lending",Series A,6830000.0,20506513.54999160,"Bengaluru, Karnataka, India",Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,Unknown
Backpacker Panda Holidays Private Limited,2018,2013.0,"Tourism, Travel",Series A,1400000.0,6011395.022203040,"Pune, Maharashtra, India",Backpacker Panda is creating an ecosystem for youth accommodation and travel.,Unknown
Shape (School Health and Physical Education),2018,2019.0,Education,Seed,200000.0,417788.45963623700,"Pune, Maharashtra, India",Physical education start up,Unknown
Placio,2018,2016.0,"Hospitality, Real Estate",Seed,2000000.0,7544871.190809260,"Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,Unknown
Aviom India Housing Finance,2018,2008.0,Finance,Series A,1764705.88,2822717.2310955300,"New Delhi, Delhi, India",Delhi based housing finance company.,Unknown
GenRobotic,2018,2016.0,Market Research,Seed,323398839173535.44,892842871653797.4,"Trivandrum, Kerala, India",A Robotic Company.,Unknown
HeyHolidays,2018,2017.0,"Tourism, Travel",Seed,1000000.0,2552156.2261531000,"Bengaluru, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",Unknown
Pratilipi,2018,2011.0,"Digital Media, EBooks, Publishing, Reading Apps",Series A,4300000.0,13209240.739206600,"Bengaluru, Karnataka, India",Amazon's Kindle Direct Publishing for Indian Languages,Unknown
SectorQube,2018,2019.0,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Seed,323398839173535.44,636493034220192.6,"Ernakulam, Kerala, India",SectorQube develops smart kitchen devices that make food automatically.,Unknown
Food Memories,2018,2020.0,"Food and Beverage, Food Processing",Seed,323398839173535.44,1158015066673536.8,"Ahmedabad, Gujarat, India",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,Unknown
ZAMROO,2018,2017.0,"Internet, Marketplace, Shopping",Seed,323398839173535.44,846046866493976.6,"India, Asia",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Unknown
Silversparro Technologies Pvt. Ltd,2018,2015.0,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Seed,300000.0,887535.5439084300,"Gurgaon, Haryana, India",Silversparro is a deep learning technology solution provider.,Unknown
Creator’s Gurukul,2018,2020.0,Facilities Support Services,Angel,323398839173535.44,1498434604260397.8,"Gurgaon, Haryana, India",A coworking space provider.,Unknown
Emflux Motors,2018,2015.0,"Automotive, Electric Vehicle, Energy",Seed,364846.0,862145.1331953290,"Bengaluru, Karnataka, India",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,Unknown
Tricog Health Services Pvt Ltd,2018,2016.0,"Health Care, Health Diagnostics, Predictive Analytics",Series A,4000000.0,10011120.31974510,"Bengaluru, Karnataka, India",Predictive Healthcare Analytics Company,Unknown
Scapic,2018,2015.0,"Cloud Computing, Computer, SaaS, Software",Seed,500000.0,966346.5657097890,"Bengaluru, Karnataka, India",Virtual/Augmented Reality Start Up .,Unknown
Chrysalis (EZ Vidya),2018,2020.0,Education,Seed,323398839173535.44,790078434425081.1,"Chennai, Tamil Nadu, India",Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,Unknown
Ekincare,2018,2016.0,Medical,Series A,1500000.0,5644214.200445500,"Hyderabad, Andhra Pradesh, India",EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,Unknown
Streo,2018,2019.0,Music Streaming,Seed,323398839173535.44,985646936312205.8,"Gurgaon, Haryana, India","Live stream music from nightclubs, bars & festivals!",Unknown
Groww,2018,2019.0,"Finance, Impact Investing, Internet",Seed,120000.0,467356.78119983600,"Kormangala, Karnataka, India",Groww offers a new way of investing money.,Unknown
Cell Propulsion,2018,2009.0,—,Seed,82352.94,209795.4461709450,"Bengaluru, Karnataka, India",Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,Unknown
Chezuba,2018,2020.0,"Internet, Social Entrepreneurship",Angel,16470.59,79206.57654031140,"Hyderabad, Andhra Pradesh, India",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,Unknown
Wealthtrust,2018,2014.0,"Finance, Impact Investing, Mobile Apps",Seed,500000.0,2075187.1525939600,"Mumbai, Maharashtra, India",Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,Unknown
Faclon Labs,2018,2015.0,"Cloud Computing, Computer, Software",Seed,323398839173535.44,1043883779980563.5,"Mumbai, Maharashtra, India",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,Unknown
Awign Enterprises,2018,2014.0,"Business Development, Market Research, Outsourcing",Seed,588235.29,2807035.695892410,"Bengaluru, Karnataka, India",Operations and manpower outsourcing startup,Unknown
CollPoll,2018,2019.0,Education,Seed,323398839173535.44,1488698537705767.0,"Bengaluru, Karnataka, India",World-class Enterprise System for Education.,Unknown
Zyla Health,2018,2017.0,"Health Care, Hospitality",Seed,323398839173535.44,485449948678957.44,"New Delhi, Delhi, India",Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,Unknown
Hubhopper,2018,2016.0,"Internet, Social News, Sports",Series A,500000.0,1042604.5359921500,"Delhi, Delhi, India",Get your daily dose of interest as summaries from news and magazine stories .,Unknown
Rubix108 Technologies,2018,2019.0,Information Technology,Seed,1000000.0,1773323.708692020,"Pune, Maharashtra, India",Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,Unknown
Workflexi,2018,2019.0,Human Resources,Seed,117647.06,575426.3822251190,"Bengaluru, Karnataka, India","Be Smart, Work on Contract,Be Smart, Hire on Contract",Unknown
Streak,2018,2017.0,Financial Services,Seed,264705.88,539764.3332182940,"Bengaluru, Karnataka, India",Algorithmic trading platform.,Unknown
Kuants,2018,2015.0,Financial Services,Seed,58823.53,101342.71567248200,"Gurgaon, Haryana, India",Algorithmic trading platform.,Unknown
NiYO Solutions,2018,2020.0,"Finance, Financial Services, FinTech",Series A,13200000.0,65825318.1114263,"Bengaluru, Karnataka, India",NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,Unknown
Hippo Video,2018,2012.0,"Customer Service, Software, Video, Video Streaming",Seed,323398839173535.44,1487681437360839.0,"Chennai, Tamil Nadu, India",A video recording and sharing software.,Unknown
Satvacart,2018,2018.0,"E-Commerce, Food Processing",Seed,323398839173535.44,1229040150453421.5,"Gurgaon, Haryana, India",Satvacart is a Gurgaon’s largest online supermarket,Unknown
Daaki,2018,2015.0,Health Care,Angel,323398839173535.44,1577678573581716.2,"Bengaluru, Karnataka, India",Sports Nutrition startup,Unknown
MY CHIRAAG CAB,2018,2018.0,Travel,Seed,1000000.0,2998286.648557950,"Jaipur, Rajasthan, India",MY CHIRAAG CAB SERVICES PVT LTD,Unknown
WOTU,2018,2014.0,Food and Beverage,Seed,323398839173535.44,972457488665899.0,"Bengaluru, Karnataka, India",It operates a business-to-business e-commerce portal for food and beverages.,Unknown
Flathalt,2018,2020.0,—,Angel,50000.0,178814.19092737300,"Gurgaon, Haryana, India",FInd your Customized Home here.,Unknown
True Elements,2018,2016.0,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Seed,588235.29,2159112.7981795400,"Pune, Maharashtra, India",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Unknown
